(0, 0, 0, 0);0.016877217
(0, 0, 0, 1);0.006798854
(0, 0, 0, 2);0.001435843
(0, 0, 0, 3);0.056133937
(0, 0, 0, 4);0.0
(0, 0, 0, 5);0.0
(0, 0, 1, 0);0.016927764
(0, 0, 1, 1);0.010030874
(0, 0, 1, 2);0.0014318125
(0, 0, 1, 3);0.006977819
(0, 0, 1, 4);0.0
(0, 0, 1, 5);0.0
(0, 0, 2, 0);0.00076529756
(0, 0, 2, 1);0.0007698804
(0, 0, 2, 2);0.00036441235
(0, 0, 2, 3);0.009819554
(0, 0, 2, 4);0.0
(0, 0, 2, 5);0.0
(0, 0, 3, 0);0.0022630622
(0, 0, 3, 1);0.0014271924
(0, 0, 3, 2);0.00038159997
(0, 0, 3, 3);0.00911241
(0, 0, 3, 4);0.0
(0, 0, 3, 5);0.0
(0, 0, 4, 0);0.0
(0, 0, 4, 1);0.0
(0, 0, 4, 2);0.0
(0, 0, 4, 3);0.0
(0, 0, 4, 4);0.0
(0, 0, 4, 5);0.0
(0, 0, 5, 0);0.0
(0, 0, 5, 1);0.0
(0, 0, 5, 2);0.0
(0, 0, 5, 3);0.0
(0, 0, 5, 4);0.0
(0, 0, 5, 5);0.0
(0, 1, 0, 0);0.04508166
(0, 1, 0, 1);0.0276503
(0, 1, 0, 2);0.0014286913
(0, 1, 0, 3);0.0046749543
(0, 1, 0, 4);0.0
(0, 1, 0, 5);0.0
(0, 1, 1, 0);0.04292473
(0, 1, 1, 1);0.045796376
(0, 1, 1, 2);0.030956706
(0, 1, 1, 3);0.02607998
(0, 1, 1, 4);0.0
(0, 1, 1, 5);0.0
(0, 1, 2, 0);0.020646263
(0, 1, 2, 1);0.011991773
(0, 1, 2, 2);0.0014249644
(0, 1, 2, 3);0.007684257
(0, 1, 2, 4);0.0
(0, 1, 2, 5);0.0
(0, 1, 3, 0);0.015136535
(0, 1, 3, 1);0.013566453
(0, 1, 3, 2);0.0031616203
(0, 1, 3, 3);0.03307942
(0, 1, 3, 4);0.0
(0, 1, 3, 5);0.0
(0, 1, 4, 0);0.0
(0, 1, 4, 1);0.0
(0, 1, 4, 2);0.0
(0, 1, 4, 3);0.0
(0, 1, 4, 4);0.0
(0, 1, 4, 5);0.0
(0, 1, 5, 0);0.0
(0, 1, 5, 1);0.0
(0, 1, 5, 2);0.0
(0, 1, 5, 3);0.0
(0, 1, 5, 4);0.0
(0, 1, 5, 5);0.0
(0, 2, 0, 0);0.014583294
(0, 2, 0, 1);0.0007712417
(0, 2, 0, 2);0.0076797986
(0, 2, 0, 3);0.006063478
(0, 2, 0, 4);0.0
(0, 2, 0, 5);0.0
(0, 2, 1, 0);0.00922578
(0, 2, 1, 1);0.017505866
(0, 2, 1, 2);0.0007986057
(0, 2, 1, 3);0.011271727
(0, 2, 1, 4);0.0
(0, 2, 1, 5);0.0
(0, 2, 2, 0);0.0014224993
(0, 2, 2, 1);0.00079189526
(0, 2, 2, 2);0.0004144625
(0, 2, 2, 3);0.0014272478
(0, 2, 2, 4);0.0
(0, 2, 2, 5);0.0
(0, 2, 3, 0);0.0007694558
(0, 2, 3, 1);0.0014087874
(0, 2, 3, 2);0.00039979492
(0, 2, 3, 3);0.014577721
(0, 2, 3, 4);0.0
(0, 2, 3, 5);0.0
(0, 2, 4, 0);0.0
(0, 2, 4, 1);0.0
(0, 2, 4, 2);0.0
(0, 2, 4, 3);0.0
(0, 2, 4, 4);0.0
(0, 2, 4, 5);0.0
(0, 2, 5, 0);0.0
(0, 2, 5, 1);0.0
(0, 2, 5, 2);0.0
(0, 2, 5, 3);0.0
(0, 2, 5, 4);0.0
(0, 2, 5, 5);0.0
(0, 3, 0, 0);0.0060643456
(0, 3, 0, 1);0.0077805254
(0, 3, 0, 2);0.001407564
(0, 3, 0, 3);0.011274355
(0, 3, 0, 4);0.0
(0, 3, 0, 5);0.0
(0, 3, 1, 0);0.0077903424
(0, 3, 1, 1);0.058817074
(0, 3, 1, 2);0.0076905596
(0, 3, 1, 3);0.009257035
(0, 3, 1, 4);0.0
(0, 3, 1, 5);0.0
(0, 3, 2, 0);0.00075309974
(0, 3, 2, 1);0.017683173
(0, 3, 2, 2);0.0014070852
(0, 3, 2, 3);0.003946216
(0, 3, 2, 4);0.0
(0, 3, 2, 5);0.0
(0, 3, 3, 0);0.0062643504
(0, 3, 3, 1);0.04508627
(0, 3, 3, 2);0.011244253
(0, 3, 3, 3);0.045576397
